station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Archway,,,7.0,35.0,35.0,,3.0,1.0,,50.0,,4.0,3.0,69.0,13.0,213.0,48.0,16.0,1.0,13.0,,,,,23.0,14.0,20.0,47.0,11.0,,102.0,16.0,3.0,4.0,,6.0,4.0,,18.0,,7.0,,,,1.0,3.0,,,14.0,,,,81.0,55.0,113.0,36.0,24.0,,,,,1.0,19.0,73.0,41.0,,,,,6.0,2.0,9.0,,,6.0,7.0,,1.0,9.0,3.0,29.0,,,1.0,,,,,,3.0,,,2.0,,,,4.0,13.0,4.0,26.0,7.0,21.0,7.0,,7.0,,4.0,34.0,,29.0,,,53.0,,,1.0,123.0,,1.0,111.0,19.0,16.0,,32.0,,,16.0,,2.0,,23.0,13.0,2.0,49.0,,,,42.0,115.0,4.0,,14.0,,,,,1.0,48.0,18.0,,5.0,7.0,,,,8.0,,3.0,,2.0,2.0,5.0,10.0,,6.0,23.0,,102.0,31.0,1.0,104.0,11.0,,,,,2.0,3.0,1.0,,17.0,,,,,8.0,3.0,,,81.0,,,3.0,9.0,,5.0,,178.0,4.0,35.0,10.0,9.0,12.0,,6.0,52.0,,6.0,,6.0,,,182.0,94.0,,,2.0,6.0,8.0,,34.0,36.0,,25.0,15.0,7.0,,95.0,5.0,38.0,,4.0,,,2.0,11.0,,18.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,,25.0,2.0,70.0,,13.0,195.0,72.0,,11.0,,,2.0,69.0,26.0,1.0,5.0,,,2.0,,,10.0,12.0,,,12.0,8.0,2.0,,1.0,24.0,13.0,2.0,,,,,6.0,,,1.0,,37.0,,33.0,,,35.0,3.0,,,36.0,2.0,,3.0,,,57.0,,,1.0,,5.0,3.0,,5.0,4.0,45.0,,56.0,20.0,58.0,4.0,,,,10.0,8.0,,4.0,104.0,,,1.0,,,13.0,,35.0,,,5.0,13.0,102.0,13.0,3.0,,35.0,33.0,,6.0,5.0,3.0,,,,6.0,7.0,56.0,119.0,16.0,,,2.0,,,114.0,7.0,91.0,2.0,,,5.0,15.0,2.0,23.0,,1.0,17.0,,,,7.0,1.0,,8.0,,66.0,22.0,,59.0,4.0,16.0,15.0,3.0,9.0,7.0,,2.0,,7.0,,5647.0
Arnos Grove,,,5.0,20.0,20.0,,2.0,,,24.0,7.0,,3.0,36.0,8.0,119.0,25.0,12.0,,7.0,,,,,8.0,9.0,12.0,24.0,11.0,,45.0,10.0,2.0,28.0,,,,,11.0,,5.0,,,,,2.0,,,10.0,,,,19.0,36.0,75.0,27.0,13.0,,,,,,5.0,38.0,19.0,,,,,4.0,,5.0,,,4.0,4.0,,4.0,5.0,2.0,14.0,,,,,,,,2.0,3.0,,,2.0,,,,3.0,8.0,2.0,14.0,4.0,,5.0,,5.0,,,19.0,,16.0,,,25.0,,,,44.0,25.0,,57.0,,9.0,,35.0,,,9.0,,2.0,,12.0,5.0,,20.0,,,,21.0,53.0,3.0,,9.0,,,,,1.0,28.0,6.0,,3.0,4.0,,,,6.0,,2.0,,1.0,2.0,3.0,5.0,,,13.0,,76.0,,,52.0,6.0,10.0,,,,2.0,2.0,1.0,,8.0,,,,,4.0,,,,11.0,,,2.0,,,3.0,,79.0,,17.0,6.0,5.0,6.0,,4.0,24.0,,5.0,,5.0,,,100.0,54.0,,,,4.0,11.0,,,17.0,,13.0,10.0,,,51.0,3.0,11.0,,,,,2.0,7.0,,12.0,,,2.0,2.0,4.0,,1.0,,13.0,7.0,37.0,1.0,7.0,83.0,41.0,3.0,7.0,,,,33.0,14.0,1.0,3.0,,,1.0,,,6.0,6.0,,,6.0,5.0,1.0,,,11.0,9.0,,,,,,3.0,,,,,18.0,,34.0,,,19.0,2.0,,,19.0,,,2.0,,1.0,30.0,,,1.0,,3.0,2.0,,3.0,22.0,24.0,,29.0,11.0,32.0,,,,,6.0,5.0,,,84.0,,,1.0,1.0,,8.0,,18.0,,,3.0,8.0,44.0,13.0,,,20.0,,,4.0,14.0,,,2.0,,5.0,6.0,30.0,58.0,15.0,,,,,,43.0,4.0,46.0,,,,3.0,11.0,,13.0,,,13.0,15.0,,,4.0,,,5.0,,33.0,12.0,,37.0,3.0,9.0,10.0,2.0,32.0,5.0,,,,,,3052.0
Arsenal,,,2.0,14.0,13.0,,1.0,0.0,,22.0,5.0,2.0,,28.0,4.0,84.0,20.0,6.0,,4.0,2.0,,,,5.0,5.0,8.0,,7.0,,33.0,6.0,1.0,3.0,,2.0,1.0,,6.0,,3.0,,,,,1.0,,,21.0,,,,15.0,20.0,41.0,14.0,,,1.0,,,,4.0,30.0,14.0,,,,,2.0,,3.0,,,2.0,2.0,,1.0,3.0,,11.0,,,,,,,,1.0,1.0,,,1.0,,,,1.0,4.0,1.0,8.0,2.0,2.0,3.0,,2.0,,1.0,13.0,,10.0,,,18.0,,,0.0,41.0,23.0,,47.0,3.0,6.0,,90.0,,,5.0,,1.0,,8.0,3.0,1.0,16.0,,,,18.0,38.0,1.0,,4.0,,,,,,16.0,4.0,,,,,,,3.0,,1.0,,1.0,1.0,2.0,3.0,,1.0,7.0,,79.0,,0.0,44.0,4.0,35.0,,,,1.0,1.0,0.0,,5.0,0.0,,,,3.0,,,,8.0,,,1.0,3.0,,2.0,,85.0,1.0,11.0,4.0,3.0,4.0,,2.0,19.0,,2.0,,,,,72.0,36.0,,,1.0,2.0,12.0,,,12.0,,10.0,6.0,,,38.0,1.0,9.0,,1.0,,,1.0,4.0,,7.0,0.0,,1.0,1.0,2.0,1.0,,,8.0,1.0,29.0,1.0,4.0,64.0,28.0,2.0,4.0,,,,24.0,9.0,0.0,,,,1.0,,,3.0,4.0,,1.0,4.0,3.0,,,,,4.0,1.0,,,,,2.0,,,,,17.0,,28.0,,,11.0,1.0,,,12.0,,,1.0,,,18.0,,,,,2.0,1.0,,2.0,2.0,16.0,,19.0,8.0,23.0,1.0,,1.0,,4.0,3.0,,,47.0,,,,,,5.0,,,,,2.0,4.0,35.0,9.0,,,14.0,,,2.0,5.0,1.0,,,,2.0,2.0,18.0,39.0,9.0,,,,,,38.0,3.0,32.0,,,,,5.0,,7.0,,,7.0,8.0,,,2.0,0.0,,3.0,,23.0,7.0,,22.0,2.0,5.0,5.0,1.0,7.0,3.0,,1.0,,1.0,,2161.0
Baker Street,,,8.0,34.0,34.0,,2.0,1.0,,60.0,11.0,3.0,3.0,,12.0,223.0,52.0,13.0,1.0,13.0,8.0,,,1.0,13.0,14.0,19.0,55.0,9.0,,238.0,17.0,3.0,3.0,,5.0,2.0,,18.0,,6.0,,,,1.0,2.0,,,16.0,,,,40.0,54.0,101.0,31.0,25.0,,2.0,,,1.0,10.0,90.0,58.0,0.0,,1.0,,6.0,1.0,9.0,,,7.0,6.0,,1.0,6.0,3.0,39.0,,,1.0,,,,,2.0,3.0,,,2.0,,,,5.0,12.0,4.0,30.0,7.0,5.0,6.0,,7.0,1.0,2.0,160.0,,32.0,1.0,,72.0,,,1.0,113.0,135.0,1.0,124.0,6.0,32.0,,31.0,,,18.0,,2.0,,27.0,8.0,3.0,55.0,,,0.0,196.0,190.0,4.0,,15.0,,,,,1.0,58.0,10.0,,5.0,8.0,,,4.0,8.0,,3.0,,2.0,2.0,4.0,6.0,,3.0,31.0,,108.0,5.0,1.0,137.0,15.0,13.0,,,1.0,2.0,2.0,1.0,,24.0,1.0,,,,8.0,4.0,,13.0,20.0,,3.0,3.0,14.0,,9.0,,249.0,4.0,47.0,18.0,11.0,19.0,,10.0,74.0,,5.0,,5.0,,,184.0,103.0,,,2.0,12.0,8.0,,38.0,69.0,,196.0,14.0,3.0,1.0,98.0,4.0,25.0,,4.0,,,2.0,11.0,,16.0,1.0,2.0,3.0,2.0,6.0,2.0,1.0,,37.0,2.0,74.0,2.0,14.0,417.0,222.0,5.0,12.0,,,2.0,115.0,32.0,1.0,4.0,,,2.0,,,10.0,16.0,,2.0,16.0,9.0,2.0,,1.0,116.0,12.0,2.0,,,,,14.0,,1.0,1.0,1.0,46.0,,30.0,,,45.0,4.0,,,45.0,2.0,,3.0,,1.0,69.0,1.0,,1.0,,4.0,2.0,,5.0,3.0,54.0,,69.0,55.0,66.0,4.0,,3.0,,9.0,9.0,,4.0,90.0,,,1.0,1.0,,29.0,,44.0,,,5.0,12.0,154.0,11.0,1.0,,35.0,4.0,,7.0,5.0,2.0,1.0,2.0,,5.0,6.0,64.0,164.0,13.0,,,2.0,,,130.0,17.0,115.0,2.0,,,5.0,18.0,2.0,25.0,,1.0,15.0,40.0,1.0,,8.0,1.0,,15.0,,87.0,25.0,,55.0,6.0,18.0,14.0,2.0,8.0,11.0,,2.0,,3.0,,7444.0
Balham,,,15.0,64.0,64.0,,,,,58.0,17.0,5.0,4.0,98.0,,431.0,72.0,31.0,2.0,25.0,7.0,,,3.0,18.0,33.0,38.0,86.0,16.0,,145.0,43.0,,6.0,,12.0,4.0,,82.0,,14.0,,,,2.0,5.0,,,16.0,,,,46.0,127.0,240.0,74.0,48.0,,,,,,13.0,105.0,69.0,,,,,12.0,,84.0,,,47.0,127.0,,2.0,12.0,33.0,44.0,,,,,,,,4.0,6.0,,,,,,,7.0,25.0,7.0,52.0,12.0,9.0,13.0,,,2.0,5.0,50.0,,80.0,,,95.0,,,3.0,108.0,,,154.0,12.0,25.0,,40.0,,,33.0,,4.0,,47.0,13.0,,55.0,,,1.0,,194.0,7.0,,,,,,,2.0,97.0,16.0,,10.0,12.0,,,,14.0,,,,,5.0,10.0,12.0,,6.0,45.0,,121.0,8.0,,147.0,19.0,15.0,,,3.0,5.0,,,,28.0,,,,,24.0,5.0,,,26.0,,5.0,,15.0,,8.0,,177.0,6.0,60.0,16.0,21.0,19.0,,,79.0,,11.0,,12.0,,,330.0,224.0,,,4.0,9.0,11.0,,69.0,53.0,,36.0,29.0,5.0,3.0,165.0,30.0,27.0,,6.0,,,4.0,20.0,,39.0,2.0,3.0,7.0,4.0,9.0,5.0,,,42.0,3.0,110.0,,51.0,261.0,109.0,10.0,23.0,,,4.0,108.0,79.0,2.0,9.0,,,3.0,,,,16.0,,3.0,18.0,16.0,,,2.0,33.0,,4.0,,,,,9.0,,,,,45.0,,47.0,,,60.0,,,,79.0,4.0,,5.0,,3.0,114.0,,,,,37.0,5.0,,,6.0,97.0,,119.0,31.0,103.0,,,5.0,,18.0,46.0,,6.0,197.0,,,2.0,,,21.0,,64.0,,,129.0,181.0,135.0,18.0,2.0,,71.0,6.0,,13.0,8.0,5.0,,,,12.0,13.0,203.0,261.0,27.0,,,4.0,,,115.0,12.0,195.0,,,,9.0,27.0,4.0,,,1.0,33.0,36.0,,,14.0,,,12.0,,129.0,38.0,,110.0,7.0,25.0,,,13.0,,,5.0,,5.0,,9622.0
Bank and Monument,8.0,,18.0,385.0,341.0,12.0,6.0,1.0,,199.0,29.0,8.0,8.0,183.0,43.0,,423.0,49.0,3.0,33.0,11.0,6.0,2.0,5.0,33.0,102.0,127.0,567.0,27.0,17.0,289.0,201.0,8.0,9.0,17.0,29.0,6.0,,70.0,,31.0,,,,3.0,6.0,,,37.0,,,,93.0,332.0,571.0,154.0,953.0,,4.0,,,3.0,25.0,499.0,180.0,1.0,,2.0,,15.0,3.0,35.0,,,26.0,24.0,,3.0,16.0,11.0,124.0,23.0,,2.0,,14.0,25.0,11.0,6.0,9.0,,,6.0,,12.0,13.0,10.0,30.0,9.0,70.0,16.0,14.0,23.0,30.0,19.0,3.0,7.0,87.0,,227.0,3.0,4.0,266.0,,,3.0,247.0,137.0,2.0,737.0,17.0,39.0,,78.0,,,43.0,8.0,7.0,,64.0,21.0,6.0,137.0,,,1.0,109.0,367.0,9.0,17.0,34.0,,,,,3.0,123.0,27.0,,13.0,16.0,,,9.0,17.0,,7.0,,4.0,5.0,11.0,17.0,93.0,7.0,59.0,,258.0,12.0,2.0,531.0,28.0,32.0,,,4.0,5.0,6.0,3.0,,50.0,2.0,,,13.0,46.0,7.0,,26.0,49.0,,6.0,8.0,22.0,,12.0,10.0,501.0,8.0,102.0,25.0,50.0,33.0,36.0,14.0,194.0,25.0,20.0,,21.0,,84.0,3003.0,1657.0,22.0,,6.0,15.0,20.0,,860.0,100.0,,64.0,77.0,7.0,3.0,1599.0,13.0,56.0,7.0,8.0,,,6.0,26.0,4.0,79.0,2.0,4.0,8.0,5.0,12.0,6.0,4.0,,64.0,4.0,597.0,4.0,67.0,574.0,182.0,12.0,29.0,,,5.0,259.0,83.0,3.0,17.0,16.0,32.0,4.0,12.0,9.0,25.0,25.0,,4.0,30.0,20.0,4.0,,3.0,66.0,30.0,5.0,1.0,,,10.0,14.0,14.0,2.0,2.0,3.0,139.0,,84.0,245.0,,86.0,6.0,,,116.0,7.0,,6.0,,3.0,160.0,3.0,69.0,3.0,,14.0,9.0,,13.0,8.0,360.0,,240.0,50.0,930.0,10.0,,7.0,18.0,56.0,37.0,,8.0,409.0,15.0,23.0,3.0,2.0,,33.0,,260.0,,1.0,17.0,41.0,370.0,32.0,3.0,90.0,648.0,11.0,,16.0,13.0,7.0,4.0,6.0,,21.0,16.0,174.0,413.0,47.0,,,6.0,,,262.0,18.0,545.0,5.0,,,11.0,35.0,6.0,60.0,,2.0,68.0,55.0,1.0,13.0,19.0,2.0,14.0,19.0,35.0,307.0,52.0,,423.0,10.0,34.0,36.0,6.0,22.0,18.0,,7.0,,7.0,33.0,29501.0
Barbican,,,1.0,15.0,13.0,,0.0,0.0,,10.0,2.0,0.0,0.0,11.0,2.0,106.0,,2.0,0.0,1.0,1.0,,,0.0,2.0,3.0,6.0,14.0,1.0,,12.0,5.0,0.0,0.0,,1.0,0.0,,3.0,,1.0,,,,0.0,0.0,,,2.0,,,,6.0,12.0,22.0,6.0,10.0,,0.0,,,0.0,1.0,14.0,6.0,0.0,,0.0,,1.0,0.0,1.0,,,1.0,1.0,,0.0,1.0,0.0,4.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,1.0,0.0,3.0,1.0,1.0,1.0,,1.0,0.0,0.0,5.0,,7.0,0.0,,9.0,,,0.0,17.0,9.0,0.0,125.0,1.0,2.0,,4.0,,,2.0,,0.0,,3.0,1.0,0.0,,,,0.0,7.0,14.0,0.0,,2.0,,,,,0.0,5.0,1.0,,1.0,1.0,,,0.0,1.0,,0.0,,0.0,0.0,0.0,1.0,,0.0,3.0,,16.0,1.0,0.0,17.0,1.0,2.0,,,0.0,0.0,0.0,0.0,,2.0,0.0,,,,2.0,0.0,,,3.0,,,0.0,1.0,,1.0,,37.0,0.0,4.0,1.0,2.0,1.0,,1.0,7.0,,1.0,,1.0,,,110.0,33.0,,,0.0,1.0,1.0,,13.0,4.0,,4.0,3.0,0.0,0.0,83.0,1.0,,,0.0,,,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,0.0,30.0,0.0,2.0,24.0,10.0,1.0,1.0,,,0.0,9.0,3.0,0.0,1.0,,,0.0,,,1.0,1.0,,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,7.0,,4.0,,,4.0,0.0,,,5.0,0.0,,0.0,,0.0,6.0,0.0,,0.0,,1.0,0.0,,1.0,0.0,11.0,,9.0,3.0,18.0,0.0,,0.0,,2.0,1.0,,0.0,19.0,,,0.0,0.0,,2.0,,8.0,,0.0,1.0,2.0,13.0,2.0,0.0,,13.0,1.0,,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,7.0,16.0,2.0,,,0.0,,,15.0,1.0,17.0,0.0,,,1.0,2.0,0.0,3.0,,0.0,3.0,3.0,0.0,,1.0,0.0,,1.0,,11.0,2.0,,18.0,1.0,2.0,2.0,0.0,1.0,1.0,,0.0,,0.0,,1225.0
Barking,,5.0,11.0,56.0,63.0,,4.0,1.0,,50.0,14.0,6.0,4.0,68.0,20.0,325.0,61.0,,3.0,16.0,5.0,,,22.0,15.0,27.0,45.0,66.0,33.0,,91.0,26.0,5.0,6.0,,20.0,4.0,,28.0,,29.0,5.0,6.0,5.0,3.0,4.0,2.0,,14.0,15.0,,25.0,36.0,119.0,325.0,154.0,37.0,,3.0,2.0,,,10.0,83.0,42.0,,1.0,2.0,3.0,8.0,,14.0,,,10.0,10.0,5.0,2.0,10.0,6.0,29.0,,5.0,2.0,,,,,17.0,31.0,,21.0,7.0,,,,6.0,18.0,5.0,31.0,9.0,8.0,90.0,,10.0,2.0,4.0,36.0,7.0,42.0,6.0,,58.0,,6.0,3.0,81.0,46.0,2.0,130.0,10.0,19.0,10.0,42.0,,,21.0,,7.0,,27.0,11.0,3.0,38.0,,14.0,1.0,39.0,111.0,6.0,,20.0,26.0,10.0,,,3.0,63.0,13.0,18.0,8.0,9.0,,7.0,6.0,12.0,,5.0,,3.0,4.0,8.0,10.0,,5.0,27.0,5.0,125.0,6.0,,107.0,13.0,13.0,24.0,,8.0,4.0,4.0,2.0,,17.0,,,12.0,,11.0,4.0,9.0,13.0,21.0,9.0,,5.0,12.0,,6.0,,143.0,5.0,36.0,13.0,12.0,13.0,,7.0,50.0,,20.0,11.0,21.0,9.0,,281.0,147.0,,,6.0,7.0,11.0,,53.0,34.0,,25.0,46.0,4.0,,136.0,8.0,20.0,,5.0,,,6.0,15.0,,64.0,1.0,3.0,5.0,4.0,8.0,4.0,3.0,,28.0,3.0,92.0,3.0,19.0,166.0,79.0,7.0,15.0,,,3.0,69.0,31.0,2.0,28.0,,,3.0,,,13.0,13.0,,3.0,13.0,11.0,3.0,3.0,3.0,22.0,19.0,,1.0,,,,7.0,,,,,33.0,,70.0,,,41.0,3.0,,9.0,42.0,7.0,6.0,4.0,,,64.0,,,2.0,8.0,8.0,9.0,5.0,8.0,6.0,61.0,,67.0,22.0,79.0,5.0,5.0,5.0,,24.0,12.0,6.0,5.0,415.0,,,,,,16.0,,44.0,2.0,1.0,8.0,21.0,91.0,32.0,2.0,,61.0,5.0,4.0,9.0,8.0,14.0,9.0,49.0,8.0,52.0,12.0,68.0,129.0,,19.0,,6.0,16.0,,80.0,9.0,111.0,4.0,3.0,,7.0,23.0,3.0,28.0,,1.0,86.0,29.0,1.0,,9.0,1.0,,9.0,,77.0,27.0,7.0,125.0,6.0,19.0,23.0,4.0,14.0,10.0,6.0,7.0,15.0,5.0,,8209.0
Barkingside,,,2.0,10.0,11.0,,,,,9.0,3.0,,,13.0,4.0,59.0,11.0,9.0,,3.0,,,,,,5.0,8.0,12.0,,,17.0,5.0,,,,3.0,,,5.0,,4.0,,,,,,,,,,,,7.0,21.0,52.0,21.0,,,,,,,,15.0,8.0,,,2.0,,,,3.0,,,,,,,2.0,1.0,6.0,,,,,,,,,2.0,,,2.0,,,,1.0,4.0,,6.0,2.0,,4.0,,,,1.0,7.0,,8.0,,,11.0,,,1.0,16.0,9.0,6.0,24.0,2.0,4.0,,8.0,,,4.0,,6.0,,5.0,2.0,,7.0,,,1.0,8.0,21.0,1.0,,4.0,,,,,7.0,13.0,,,2.0,,,,,3.0,,,,,,2.0,2.0,,,5.0,,25.0,,,20.0,3.0,3.0,,,,,,0.0,,3.0,,,,,,,,,4.0,,,1.0,2.0,,,,27.0,,7.0,,2.0,2.0,,,9.0,,5.0,,7.0,,,50.0,27.0,,,2.0,,,,,7.0,,5.0,7.0,,,24.0,2.0,4.0,,1.0,,,16.0,3.0,,9.0,,,,,2.0,,,,6.0,,17.0,,4.0,32.0,16.0,,3.0,,,,13.0,6.0,,3.0,,,,,,3.0,3.0,,,2.0,,,,2.0,4.0,4.0,,1.0,,,,,,,,,6.0,,,,,8.0,,,,8.0,2.0,,,,,13.0,,,,,2.0,3.0,,,,11.0,,13.0,4.0,15.0,,,1.0,,4.0,2.0,,,70.0,,,,,,3.0,,8.0,,,,4.0,17.0,,,,11.0,,,,,1.0,,,,4.0,3.0,13.0,25.0,,,,3.0,,,16.0,2.0,21.0,,,,,5.0,,6.0,,,10.0,,,,,,,,,15.0,5.0,,21.0,,,,,3.0,,,3.0,,,,1301.0
Barons Court,,,14.0,18.0,18.0,,3.0,0.0,,20.0,6.0,2.0,1.0,40.0,9.0,118.0,20.0,9.0,1.0,,6.0,,,1.0,7.0,9.0,11.0,29.0,5.0,,60.0,10.0,4.0,2.0,,3.0,1.0,,14.0,,4.0,,,,1.0,2.0,,,6.0,,,,18.0,35.0,67.0,21.0,14.0,,1.0,,,,5.0,40.0,25.0,,,,,13.0,,7.0,,,5.0,5.0,,1.0,4.0,2.0,17.0,,,,,,,,1.0,2.0,,,1.0,,,,3.0,18.0,6.0,95.0,8.0,3.0,4.0,,11.0,1.0,2.0,25.0,,19.0,1.0,,32.0,,,1.0,42.0,22.0,,46.0,4.0,9.0,,14.0,,,36.0,,1.0,,52.0,5.0,8.0,21.0,,,,20.0,85.0,3.0,,28.0,,,,,1.0,327.0,6.0,,,7.0,,,,6.0,,3.0,,2.0,2.0,5.0,4.0,,2.0,47.0,,43.0,3.0,1.0,56.0,15.0,5.0,,,1.0,3.0,3.0,2.0,,15.0,1.0,,,,5.0,,,,10.0,,,5.0,6.0,,4.0,,66.0,2.0,37.0,17.0,6.0,,,12.0,31.0,,3.0,,3.0,,,91.0,60.0,,,1.0,5.0,4.0,,21.0,25.0,,16.0,8.0,2.0,,45.0,3.0,10.0,,2.0,,,1.0,12.0,2.0,11.0,,,5.0,2.0,3.0,,,,37.0,1.0,30.0,2.0,8.0,108.0,63.0,7.0,22.0,,,2.0,45.0,22.0,,3.0,,,1.0,,,16.0,8.0,,1.0,,32.0,1.0,,1.0,13.0,18.0,1.0,,,,,6.0,,1.0,,1.0,17.0,,16.0,,,,8.0,,,44.0,1.0,,4.0,,1.0,94.0,,,,,,2.0,,7.0,2.0,30.0,,46.0,12.0,32.0,12.0,,2.0,,5.0,7.0,,,56.0,,,1.0,1.0,,8.0,,22.0,,,4.0,9.0,52.0,6.0,1.0,,20.0,2.0,,16.0,3.0,1.0,1.0,1.0,,3.0,6.0,45.0,105.0,8.0,,,1.0,,,46.0,6.0,60.0,1.0,,,,9.0,3.0,65.0,,0.0,9.0,14.0,0.0,,66.0,,,10.0,,48.0,,,31.0,3.0,15.0,17.0,3.0,5.0,18.0,,1.0,,2.0,,4055.0
